mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.21767.1	18265	387	0.6592	-0.0779977130086	0.122367279866172
MSTRG.21767.2	6349	318	0.7859	0.109789379541	0.233918345975329
MSTRG.21766.1	204	0	0	0	0.00523066159511027
MSTRG.21777.1	33051	951	0.4374	-0.57571343289	0.333351480181445
MSTRG.21777.2	32970	951	0.4374	-0.57571343289	0.333772188810624
MSTRG.21777.4	21761	951	0.4374	-0.57571343289	0.394298740937346
MSTRG.21777.3	21875	951	0.4374	-0.57571343289	0.393662785864083
MSTRG.21777.5	21790	951	0.4374	-0.57571343289	0.394136928844499
MSTRG.21777.6	21808	951	0.4374	-0.57571343289	0.394036505425343
MSTRG.21777.7	20151	951	0.4374	-0.57571343289	0.403317542609339
MSTRG.21777.8	16604	582	0.871	0.146863828669	0.687623487368006
MSTRG.21777.9	14854	582	0.871	0.146863828669	0.696338104246941
MSTRG.21777.10	21249	687	0.9847	0.179954918478	0.856308591673253
MSTRG.21768.1	668	168	1.0647	-0.0382156937095	0.0977341722143998
MSTRG.21769.1	638	171	0.4924	-0.0868220901339	0.0303728910869
MSTRG.21770.1	680	345	0.6113	0.0106241704728	0.169500901679555
MSTRG.21772.1	283	129	0.6168	-0.337308052555	0.0104472324460158
MSTRG.21773.1	6979	504	0.4602	0.0641178703742	0.342709606524955
MSTRG.21773.2	3197	504	0.4602	0.0641178703742	0.362882002139033
MSTRG.21774.1	12419	375	0.6054	0.0835754004574	0.204294344845579
MSTRG.21774.2	11834	375	0.6054	0.0835754004574	0.206525228848547
MSTRG.21774.3	11599	375	0.6054	0.0835754004574	0.207426454644066
MSTRG.21771.1	203	105	0.9891	0.146500235076	0.113870108432227
MSTRG.21775.1	84143	522	0.9546	0.274273948808	0.366889333889795
MSTRG.21775.2	134220	519	0.4743	-0.0407953938108	0.0194806236395458
MSTRG.21776.1	40205	429	1.097	0.140926880377	0.384504947945764
MSTRG.21776.2	40142	429	1.097	0.140926880377	0.384853366311317
MSTRG.21776.3	7348	429	1.097	0.140926880377	0.573763696177154
MSTRG.21776.4	2107	120	1.1531	0.0973821906303	0.131944999933676
MSTRG.21778.1	88258	396	1.0275	0.214748769308	0.159925418155205
MSTRG.21778.2	36087	342	0.5709	-0.31217902674	0.0211858393965453
MSTRG.21778.3	38379	342	0.5709	-0.31217902674	0.0201033490305475
MSTRG.21781.1	80202	933	0.5781	-0.00482488926972	0.661753751324525
MSTRG.21781.2	7443	279	1.0916	0.161125825149	0.328516032288621
MSTRG.21782.1	12580	447	0.9068	-0.12773730784	0.240985548743801
MSTRG.21782.2	13411	447	0.9068	-0.12773730784	0.237452007927441
MSTRG.21779.1	37566	3762	0.5193	-0.55227752878	0.999999997312565
MSTRG.21779.2	35275	3762	0.5193	-0.55227752878	0.999999997452637
MSTRG.21780.1	2131	210	1.0873	0.013220312865	0.154278851738452
MSTRG.21789.1	5417	507	0.6875	-0.0939353212825	0.306489597832982
MSTRG.21789.2	4397	507	0.6875	-0.0939353212825	0.311578404557407
MSTRG.21790.1	18235	1467	1.1099	0.243292927012	0.999656478979314
MSTRG.21790.2	12032	1467	1.1099	0.243292927012	0.999702812452516
MSTRG.21791.1	18141	402	0.9554	0.133581700256	0.390987906714029
MSTRG.21791.2	11350	228	0.6857	-0.0276170211856	0.0629281726665775
MSTRG.21792.1	78396	372	0.6475	-0.110182308988	0.0256623017974711
MSTRG.21792.2	50250	372	0.6475	-0.110182308988	0.0483784932095708
MSTRG.21792.3	39582	372	0.6475	-0.110182308988	0.0612343603597881
MSTRG.21783.1	32410	549	0.7714	-0.210166554277	0.187953836759321
MSTRG.21784.1	21221	765	1.0087	0.277337504774	0.942202465896075
MSTRG.21785.1	64212	894	0.7972	-0.0344608421518	0.740695142308361
MSTRG.21785.2	4520	552	1.0256	0.0219864618192	0.652905148834327
MSTRG.21786.1	4040	489	1.061	0.243650535811	0.761429054884597
MSTRG.21787.1	1034	168	0.6896	-0.206864922117	0.0261268029856183
MSTRG.21788.2	1795	1041	1.1646	0.484626256598	0.998298086211824
MSTRG.21788.1	1795	1041	1.1646	0.484626256598	0.998298086211824
MSTRG.21793.1	42251	432	0.8512	0.109676438683	0.253219305777253
MSTRG.21793.2	41701	432	0.8512	0.109676438683	0.255657039563327
MSTRG.21795.1	31097	594	0.8984	0.494901571465	0.881938425688666
MSTRG.21794.1	52040	519	0.522	-0.650020925107	0.0121204559670573
MSTRG.21797.2	8490	312	0.5481	-0.392179532925	0.022440587170622
MSTRG.21797.1	8518	312	0.5481	-0.392179532925	0.0224262402081892
MSTRG.21797.3	7925	312	0.5481	-0.392179532925	0.0227320118275705
MSTRG.21797.4	7896	312	0.5481	-0.392179532925	0.0227470692358109
MSTRG.21797.5	7868	312	0.5481	-0.392179532925	0.0227616166664685
MSTRG.21797.6	7559	312	0.5481	-0.392179532925	0.0229227626146348
MSTRG.21797.7	7409	312	0.5481	-0.392179532925	0.0230013899669413
MSTRG.21797.8	7437	312	0.5481	-0.392179532925	0.02298669289672
MSTRG.21796.1	4463	324	0.9488	0.112828601812	0.31354960356032
MSTRG.21796.2	4586	324	0.9488	0.112828601812	0.312931376781746
MSTRG.21804.1	41823	732	0.9512	0.127974005187	0.794810014082182
MSTRG.21804.2	41626	732	0.9512	0.127974005187	0.795559660137018
MSTRG.21804.3	4794	282	0.8562	-0.21376543059	0.0690168706670437
MSTRG.21798.1	609	84	0.6635	-0.17858481453	0.0155583567441204
MSTRG.21799.1	230	69	0.8969	-0.265539436793	0.0152423248335823
MSTRG.21800.1	507	411	0.7584	0.16299417711	0.447119583462134
MSTRG.21801.1	2981	231	1.0291	-0.0774213037492	0.114196887545799
MSTRG.21802.1	931	174	0.7936	-0.0699475455473	0.0562840225084966
MSTRG.21805.1	115099	864	0.4591	-0.0786730165023	0.237687006285225
MSTRG.21805.3	113999	864	0.4591	-0.0786730165023	0.242375198730222
MSTRG.21805.2	115028	864	0.4591	-0.0786730165023	0.237987715174587
MSTRG.21805.4	113458	864	0.4591	-0.0786730165023	0.244703883076577
MSTRG.21805.5	114836	864	0.4591	-0.0786730165023	0.238802209399332
MSTRG.21805.6	113244	864	0.4591	-0.0786730165023	0.245629190269906
MSTRG.21805.7	26591	864	0.4591	-0.0786730165023	0.711475392167939
MSTRG.21803.1	238	48	0.7888	-0.356279906091	0.00744987814764535
MSTRG.21807.1	81374	657	1.2164	0.297627472115	0.745674802013822
MSTRG.21808.1	5766	393	0.7094	-0.0708896961833	0.180576285174575
MSTRG.21808.2	1749	120	0.8889	-0.077030026839	0.0439426327048743
MSTRG.21806.1	21405	354	0.447	-0.300914429622	0.0269163057921647
MSTRG.21806.2	21281	354	0.447	-0.300914429622	0.0269922934266518
MSTRG.21806.3	22430	354	0.447	-0.300914429622	0.0262960991430077
MSTRG.21814.1	168299	699	0.7444	-0.283076796609	0.0197583273979173
MSTRG.21814.2	67348	525	0.7192	-0.211549835937	0.0720510173377504
MSTRG.21814.3	168012	699	0.7444	-0.283076796609	0.019888621472889
MSTRG.21814.4	167902	699	0.7444	-0.283076796609	0.019938782799624
MSTRG.21815.1	636	102	0.8958	-0.175924093153	0.027243491126161
MSTRG.21814.5	51961	480	0.4433	-0.153792623849	0.0574440393269504
MSTRG.21809.1	60162	528	1.0644	0.128107552337	0.416931654154861
MSTRG.21810.1	662	126	0.5237	-0.337066994262	0.00854713045927991
MSTRG.21812.1	24483	588	0.8591	-0.384730415471	0.175473774922302
MSTRG.21813.1	2903	513	0.7411	0.0868031678517	0.530982054453284
MSTRG.21811.1	297	111	0.8388	0.0228295809193	0.0575488446694202
MSTRG.21818.1	277266	1803	1.1687	0.239639009184	0.988374229131285
MSTRG.21818.2	320849	5691	0.8481	0.144367857204	1
MSTRG.21818.3	276995	1803	1.1687	0.239639009184	0.988446761247443
MSTRG.21818.4	261648	1803	1.1687	0.239639009184	0.99189991008073
MSTRG.21818.5	261648	1803	1.1687	0.239639009184	0.99189991008073
MSTRG.21818.6	252448	5691	0.8481	0.144367857204	1
MSTRG.21818.7	208615	1803	1.1687	0.239639009184	0.997640273962781
MSTRG.21816.1	364	33	0.9164	-0.797535501027	0.00139977284519037
MSTRG.21817.1	844	579	1.2204	0.225544127121	0.891590081333983
MSTRG.21821.1	9318	564	0.6128	-0.0450863154165	0.392789966746541
MSTRG.21822.1	378	39	0.6513	-0.32198862185	0.00620724854032921
MSTRG.21821.2	4182	564	0.6128	-0.0450863154165	0.421748772873504
MSTRG.21819.1	11168	441	0.7591	0.0935528346816	0.371093954865553
MSTRG.21820.1	233	0	0	0	0.00522713714266015
MSTRG.21823.1	283	195	0.6113	-0.210871032551	0.0274400603138648
MSTRG.21824.1	859	123	0.6398	-0.381225389327	0.00862477150628116
MSTRG.21825.1	215	60	0.816	-0.81063159925	0.00134235962568759
MSTRG.21838.1	60836	381	0.6412	-0.0404827900612	0.0527373271040702
MSTRG.21838.2	55717	381	0.6412	-0.0404827900612	0.0590420236615967
MSTRG.21838.3	55750	381	0.6412	-0.0404827900612	0.0589992025458793
MSTRG.21838.4	55690	381	0.6412	-0.0404827900612	0.0590770807844177
MSTRG.21838.5	55469	381	0.6412	-0.0404827900612	0.0593647639958552
MSTRG.21826.1	202	0	0	0	0.00523090474791381
MSTRG.21827.1	792	150	0.8064	-0.227133653563	0.0263852350440923
MSTRG.21828.1	1390	261	0.927	-0.138413005171	0.0967253239926041
MSTRG.21829.1	14131	339	0.8503	-0.094449223227	0.126544573161969
MSTRG.21829.2	14105	339	0.8503	-0.094449223227	0.126611734041688
MSTRG.21829.3	13957	339	0.8503	-0.094449223227	0.126994615143779
MSTRG.21830.1	10317	228	0.7996	-0.0164667125474	0.0817188832151836
MSTRG.21831.1	1259	219	0.5209	-0.214862366657	0.0265458261874735
MSTRG.21832.1	1776	165	1.0853	-0.0324943807594	0.0989904164723255
MSTRG.21833.1	281	231	0.8815	0.0038744306695	0.127015994795611
MSTRG.21835.1	39878	795	0.5033	-0.192339894634	0.428410048506609
MSTRG.21834.1	212	9	0.3634	-1.35797360068	4.27767005608293e-05
MSTRG.21840.1	69215	444	0.6599	-0.412154181097	0.0160763034298174
MSTRG.21840.2	69206	444	0.6599	-0.412154181097	0.0160796299835992
MSTRG.21840.4	69119	444	0.6599	-0.412154181097	0.0161118215976647
MSTRG.21840.5	64151	444	0.6599	-0.412154181097	0.0180590691123456
MSTRG.21840.6	60569	444	0.6599	-0.412154181097	0.019604617959209
MSTRG.21840.3	60898	444	0.6599	-0.412154181097	0.0194574162569083
MSTRG.21840.7	13686	444	0.6599	-0.412154181097	0.0564239363112694
MSTRG.21836.1	226	0	0	0	0.0052279876562133
MSTRG.21837.1	477	192	0.546	-0.286103999633	0.0175820081792085
MSTRG.21839.1	3465	414	0.8837	0.0599452615605	0.389819418376333
MSTRG.21839.2	34875	399	0.4625	-0.201222926069	0.0414350602243207
MSTRG.21842.1	260501	3009	0.8849	0.00180426784323	0.999994080539056
MSTRG.21842.2	92334	3009	0.8849	0.00180426784323	0.999999883623017
MSTRG.21842.3	19751	705	0.7804	-0.0668008659697	0.636695489385765
MSTRG.21841.1	15657	339	0.7562	-0.125186796616	0.0937920416681105
MSTRG.21844.1	47384	1164	0.7821	0.153895100211	0.984221276289625
MSTRG.21844.2	47705	1164	0.7821	0.153895100211	0.984104378059606
MSTRG.21845.1	53707	612	0.8076	-0.515154824563	0.0638072141067608
MSTRG.21843.1	32909	1083	0.8995	-0.202736382503	0.933832704570506
MSTRG.21847.1	83384	516	0.6609	-0.233006289709	0.0394916654560341
MSTRG.21846.1	51598	966	0.9966	0.0761776771701	0.936258772744842
MSTRG.21846.2	54847	966	0.9966	0.0761776771701	0.931575636203994
MSTRG.21846.3	60472	966	0.9966	0.0761776771701	0.922707972660268
MSTRG.21846.4	60084	966	0.9966	0.0761776771701	0.923352033513011
MSTRG.21848.2	30071	459	0.5661	-0.194326255524	0.0850818730945076
MSTRG.21848.3	29499	459	0.5661	-0.194326255524	0.0861279990879983
MSTRG.21848.1	29571	459	0.5661	-0.194326255524	0.0859956807351008
MSTRG.21849.1	383531	1857	0.5339	-0.348218516898	0.225420825104637
MSTRG.21849.2	45203	1446	0.4667	0.0286308624896	0.994062123036357
MSTRG.21850.1	192724	3180	0.5466	-0.013884556328	0.999999292515533
MSTRG.21850.2	192671	3180	0.5466	-0.013884556328	0.999999293391089
MSTRG.21850.3	148995	3180	0.5466	-0.013884556328	0.999999745321718
MSTRG.21852.1	493471	1158	0.6257	-0.331832036719	0.000182320605306383
MSTRG.21852.2	187440	834	0.4813	-0.433018206088	0.0112111061354505
MSTRG.21851.1	92326	378	0.6771	-0.235825769545	0.0124003390343116
MSTRG.21853.1	81446	579	0.5536	-0.0877028896307	0.0913768381347718
MSTRG.21854.1	42405	408	0.8201	-0.208610494717	0.0680229748686821
MSTRG.21855.1	28789	459	0.7006	0.00553286600312	0.21788967785362
MSTRG.21855.2	25355	459	0.7006	0.00553286600312	0.231871703749288
MSTRG.21856.1	8764	213	0.8402	-0.158803167123	0.0475336521623877
MSTRG.21857.1	2040	1590	1.1159	0.213449774483	0.99989176127071
MSTRG.21858.1	33988	1611	0.6028	0.17586473445	0.999406129104983
MSTRG.21858.2	31381	1611	0.6028	0.17586473445	0.999441203554684
MSTRG.21859.1	1944	186	0.5505	0.0284275050556	0.056980339335729
MSTRG.21861.1	2087	162	0.8845	-0.544828974765	0.00896405885162162
MSTRG.21860.1	11995	441	0.7927	0.104677887164	0.392008523906066
MSTRG.21861.2	2064	162	0.8845	-0.544828974765	0.00896883410890268
MSTRG.21860.2	11903	441	0.7927	0.104677887164	0.392520962366189
MSTRG.21861.3	1890	159	1.0655	0.139666237771	0.16975046798099
MSTRG.21860.3	11889	441	0.7927	0.104677887164	0.392598962919265
MSTRG.21862.1	12240	408	0.9925	0.223877481609	0.543932138534899
MSTRG.21863.1	424	120	0.7557	-0.352298522329	0.0118661412139718
MSTRG.21864.1	15308	396	0.6891	-0.0945095754037	0.136099935100685
MSTRG.21865.1	28998	612	0.6502	-0.205961849393	0.242831080137503
MSTRG.21866.1	6613	564	0.5754	-0.2401983658	0.224493477847047
MSTRG.21867.1	302	144	0.4934	-0.167298519523	0.0183875923887154
MSTRG.21869.1	2473	240	0.5954	-0.0959120735194	0.0544790170726614
MSTRG.21870.1	12542	354	0.7135	0.0277354077729	0.176339183134993
MSTRG.21868.1	67	36	0.8832	0.403337802043	0.155326967843999
MSTRG.21871.1	2971	393	0.4695	-0.240553608277	0.0699819771699974
MSTRG.21872.1	59181	519	0.4584	-0.116334417642	0.0755915106524654
MSTRG.21872.2	31204	519	0.4584	-0.116334417642	0.13585694930713
MSTRG.21872.3	44405	519	0.4584	-0.116334417642	0.103532798232262
MSTRG.21876.1	122101	10545	1.2443	0.184432268342	1
MSTRG.21877.1	886	300	0.5885	-0.102548135798	0.0813739000499955
MSTRG.21878.1	24791	2004	0.9956	0.192382345552	0.999987341808809
MSTRG.21879.1	78549	468	0.5409	-0.243752936405	0.0243186067000391
MSTRG.21879.2	76238	468	0.5409	-0.243752936405	0.0256332233659459
MSTRG.21879.3	8049	300	0.5885	-0.102548135798	0.0697078360254322
MSTRG.21873.1	30548	708	0.6859	0.0519635460976	0.654811126715165
MSTRG.21873.2	47198	708	0.6859	0.0519635460976	0.562479921000626
MSTRG.21873.3	41875	708	0.6859	0.0519635460976	0.592812198077901
MSTRG.21873.4	27262	708	0.6859	0.0519635460976	0.671953002870134
MSTRG.21875.1	69792	693	0.4276	-0.0834935847727	0.194802541873775
MSTRG.21874.1	203	114	1.1383	-0.0135550516335	0.0859771862599501
MSTRG.21886.1	58527	645	0.3621	-0.19177762394	0.112364364521672
MSTRG.21886.2	508722	1356	0.6427	-0.445570869002	0.00034539723524284
MSTRG.21886.3	640859	1356	0.6427	-0.445570869002	1.57632824463138e-05
MSTRG.21886.4	640772	1356	0.6427	-0.445570869002	1.57953570099492e-05
MSTRG.21886.5	640762	1356	0.6427	-0.445570869002	1.57990479207703e-05
MSTRG.21886.6	640702	1356	0.6427	-0.445570869002	1.58212115040713e-05
MSTRG.21886.7	485578	1356	0.6427	-0.445570869002	0.000593003370058112
MSTRG.21886.8	640380	1356	0.6427	-0.445570869002	1.59406883179282e-05
MSTRG.21886.9	640389	1356	0.6427	-0.445570869002	1.59373366789914e-05
MSTRG.21886.10	55865	645	0.3621	-0.19177762394	0.118718949386702
MSTRG.21886.11	640057	1356	0.6427	-0.445570869002	1.60614426290149e-05
MSTRG.21886.13	494614	1356	0.6427	-0.445570869002	0.000480193675326168
MSTRG.21886.12	640017	1356	0.6427	-0.445570869002	1.60764602365168e-05
MSTRG.21886.15	640022	1356	0.6427	-0.445570869002	1.60745822679599e-05
MSTRG.21886.14	640022	1356	0.6427	-0.445570869002	1.60745822679599e-05
MSTRG.21886.16	640055	1356	0.6427	-0.445570869002	1.60621931761097e-05
MSTRG.21887.1	35493	561	0.7012	-0.173883192667	0.192941890279666
MSTRG.21886.17	29442	351	0.9792	0.0620467620444	0.210245127558933
MSTRG.21880.1	4944	270	0.7218	-0.22059026272	0.0488070387349162
MSTRG.21881.1	305	51	1.11	-0.147863923245	0.0315984376470593
MSTRG.21882.1	17883	303	0.4367	-0.498154801011	0.00902174654452198
MSTRG.21883.1	46772	408	1.2193	0.313070431339	0.538873087107302
MSTRG.21884.1	24807	408	1.2193	0.313070431339	0.661281992660585
MSTRG.21885.1	3148	486	0.6337	-0.0500330845208	0.302447558359163
MSTRG.21894.1	500038	6273	0.6477	-0.142853159679	0.999999999999736
MSTRG.21895.1	13478	327	0.6037	-0.219889317865	0.0485831929536321
MSTRG.21896.1	117453	606	0.4988	-0.296474788005	0.0198623002990336
MSTRG.21894.2	479133	6273	0.6477	-0.142853159679	0.999999999999838
MSTRG.21894.3	465592	6273	0.6477	-0.142853159679	0.999999999999882
MSTRG.21894.4	443542	6273	0.6477	-0.142853159679	1
MSTRG.21894.5	441066	6273	0.6477	-0.142853159679	1
MSTRG.21894.6	5446	357	0.9749	0.0720001225723	0.334746737749644
MSTRG.21894.7	440176	6273	0.6477	-0.142853159679	1
MSTRG.21894.8	440006	6273	0.6477	-0.142853159679	1
MSTRG.21894.10	50908	357	0.9749	0.0720001225723	0.148173419894906
MSTRG.21894.9	440162	6273	0.6477	-0.142853159679	1
MSTRG.21894.11	440278	6273	0.6477	-0.142853159679	1
MSTRG.21894.12	440276	6273	0.6477	-0.142853159679	1
MSTRG.21894.13	440114	6273	0.6477	-0.142853159679	1
MSTRG.21894.14	440113	6273	0.6477	-0.142853159679	1
MSTRG.21897.1	74243	501	0.8591	-0.371279666193	0.0361668888254377
MSTRG.21898.1	16750	327	0.8452	-0.137441520658	0.094071122460308
MSTRG.21894.15	126138	1176	1.0806	0.542059948432	0.989248143435357
MSTRG.21894.16	126157	1176	1.0806	0.542059948432	0.9892434206646
MSTRG.21894.17	45354	1176	1.0806	0.542059948432	0.998356628739334
MSTRG.21899.1	27355	282	0.4012	-0.32012198504	0.012008733547165
MSTRG.21888.1	19229	294	0.479	-0.436615202228	0.011371835721266
MSTRG.21888.2	4978	294	0.479	-0.436615202228	0.0157939520903553
MSTRG.21889.1	951	162	0.5087	-0.328941979249	0.0110390365278848
MSTRG.21890.1	2093	1467	1.1972	0.288981950011	0.999833812288217
MSTRG.21891.1	267	129	0.9207	0.0035593748789	0.0696726024052732
MSTRG.21892.1	2393	426	1.1143	0.0846163503899	0.548173621522054
MSTRG.21893.1	222	0	0	0	0.00522847372576336
MSTRG.21901.1	20402	492	0.9742	-0.0244753924706	0.387513957200637
MSTRG.21901.2	18693	492	0.9742	-0.0244753924706	0.397032773599104
MSTRG.21901.3	9323	399	0.5946	-0.409366299945	0.0411062337988637
MSTRG.21901.4	17112	492	0.9742	-0.0244753924706	0.405908780152954
MSTRG.21900.1	318	57	0.9238	0.210285161884	0.0943594330142808
MSTRG.21907.1	76693	1284	1.0961	-0.261256792551	0.96087022623007
MSTRG.21907.2	13874	408	0.813	-0.449254540653	0.0498347216139326
MSTRG.21907.3	22751	477	0.7562	-0.195730885605	0.151035232877928
MSTRG.21907.4	52116	1284	1.0961	-0.261256792551	0.977581386284528
MSTRG.21907.5	20721	360	0.6525	-0.131399126001	0.0792035250354027
MSTRG.21907.6	105496	3084	0.7401	-0.0652424098182	0.999999841374433
MSTRG.21907.7	70020	699	1.1965	0.176857245896	0.752737418873229
MSTRG.21902.1	243	162	0.8668	0.140658791634	0.130932705617676
MSTRG.21903.1	1360	135	0.9188	-0.114525080792	0.0447752135913934
MSTRG.21905.1	16249	654	1.2399	0.128747870259	0.873126601850056
MSTRG.21905.2	13399	480	1.2399	0.212621567322	0.747015387060006
MSTRG.21904.1	210	156	0.8492	-0.119447690234	0.0460254188788874
MSTRG.21910.1	34299	411	0.4797	-0.0908089062516	0.0719015707467283
MSTRG.21908.1	28502	417	0.5157	-0.285554952116	0.0427634316073892
MSTRG.21908.2	63522	1122	0.9646	0.0638842329462	0.968459490127519
MSTRG.21908.3	27838	417	0.5157	-0.285554952116	0.0434030236836508
MSTRG.21906.1	1139	150	0.8687	0.197328662245	0.146160363305805
MSTRG.21909.1	915	138	1.0822	0.148362387974	0.161170143502051
MSTRG.21912.1	144745	879	0.7476	-0.0278356326383	0.267872162681961
MSTRG.21912.2	78700	879	0.7476	-0.0278356326383	0.63127172586482
MSTRG.21912.3	5169	303	0.8861	-0.145639689371	0.106693432667275
MSTRG.21911.1	218	123	0.9464	-0.0289732411707	0.0618558297329624
MSTRG.21960.1	116106	834	0.8171	-0.106012988393	0.299135925555327
MSTRG.21960.2	99140	834	0.8171	-0.106012988393	0.388170166833487
MSTRG.21960.4	99114	834	0.8171	-0.106012988393	0.38831445006925
MSTRG.21960.3	99114	834	0.8171	-0.106012988393	0.38831445006925
MSTRG.21960.5	99093	834	0.8171	-0.106012988393	0.388431000823721
MSTRG.21960.6	95916	834	0.8171	-0.106012988393	0.406203457385407
MSTRG.21960.7	83693	834	0.8171	-0.106012988393	0.476493382177312
MSTRG.21960.8	66453	834	0.8171	-0.106012988393	0.576570748775141
MSTRG.21960.9	66407	834	0.8171	-0.106012988393	0.576833119722147
MSTRG.21960.13	66264	834	0.8171	-0.106012988393	0.57764847380034
MSTRG.21960.10	66321	834	0.8171	-0.106012988393	0.577323522983346
MSTRG.21960.11	66326	834	0.8171	-0.106012988393	0.577295015328671
MSTRG.21960.12	66326	834	0.8171	-0.106012988393	0.577295015328671
MSTRG.21960.19	66323	834	0.8171	-0.106012988393	0.577312119983269
MSTRG.21960.14	66291	834	0.8171	-0.106012988393	0.577494558089521
MSTRG.21960.20	66315	834	0.8171	-0.106012988393	0.577357731489105
MSTRG.21960.15	66315	834	0.8171	-0.106012988393	0.577357731489105
MSTRG.21960.16	66323	834	0.8171	-0.106012988393	0.577312119983269
MSTRG.21960.17	66304	834	0.8171	-0.106012988393	0.577420445155762
MSTRG.21960.18	66254	834	0.8171	-0.106012988393	0.577705475794253
MSTRG.21960.21	66253	834	0.8171	-0.106012988393	0.57771117587983
MSTRG.21960.22	66315	834	0.8171	-0.106012988393	0.577357731489105
MSTRG.21960.23	36230	468	0.6455	-0.132662284152	0.113608517867795
MSTRG.21960.24	29112	468	0.6455	-0.132662284152	0.131462367984563
MSTRG.21913.1	74013	1437	0.9519	0.0581681501412	0.995528145229619
MSTRG.21914.1	12476	513	0.6367	-0.0642665774049	0.286715613224488
MSTRG.21915.1	687	264	0.8882	0.159669121534	0.259316699196933
MSTRG.21916.1	29546	453	0.822	0.081478234318	0.309444626888151
MSTRG.21916.2	17233	453	0.822	0.081478234318	0.374015719464901
MSTRG.21917.1	51659	552	0.8726	0.293931365405	0.588496947934645
MSTRG.21917.2	51394	552	0.8726	0.293931365405	0.589995542282281
MSTRG.21917.3	51005	552	0.8726	0.293931365405	0.592192334918188
MSTRG.21917.4	50672	552	0.8726	0.293931365405	0.594069960674867
MSTRG.21917.5	34811	552	0.8726	0.293931365405	0.679484500659391
MSTRG.21918.1	20767	399	0.5828	-0.19800356105	0.0707784646618911
MSTRG.21918.2	16457	399	0.5828	-0.19800356105	0.0776946083362745
MSTRG.21918.3	14935	399	0.5828	-0.19800356105	0.0802814246731373
MSTRG.21919.1	1360	195	1.0244	0.156794588831	0.2105470346286
MSTRG.21920.1	230	60	0.5785	-0.420724457177	0.00423604138049691
MSTRG.21921.1	1213	228	0.8461	-0.0386968336422	0.0987744408974714
MSTRG.21922.1	282	111	0.7381	-0.494571103277	0.00607081904614174
MSTRG.21923.1	2095	234	0.7974	-0.208008841783	0.0487519725080877
MSTRG.21931.1	75451	603	0.5299	-0.153778250682	0.0912969879874923
MSTRG.21931.2	48916	603	0.5299	-0.153778250682	0.1573713330318
MSTRG.21924.1	5597	255	0.5197	-0.18005344236	0.0354526321395089
MSTRG.21925.1	555	150	0.8426	-0.503437478038	0.00933114849995414
MSTRG.21926.1	8283	591	0.8191	-0.0749706212626	0.511224212353971
MSTRG.21927.1	248	81	0.6103	-0.26505732377	0.00982285004781805
MSTRG.21928.1	238	135	1.0123	-0.040975144878	0.0717920474648073
MSTRG.21929.1	3906	294	0.7627	-0.187742417395	0.0716220403540738
MSTRG.21930.1	3677	312	0.6542	-0.297630731299	0.0440301344952497
MSTRG.21932.1	18479	402	0.5344	-0.0252178318734	0.132014879892433
MSTRG.21936.1	59252	567	0.817	-0.344354940808	0.0813272489281583
MSTRG.21936.2	59162	567	0.817	-0.344354940808	0.081484495800145
MSTRG.21936.3	59129	567	0.817	-0.344354940808	0.0815422223747419
MSTRG.21936.4	58902	567	0.817	-0.344354940808	0.0819403219884705
MSTRG.21936.5	45153	567	0.817	-0.344354940808	0.109580826035776
MSTRG.21936.6	39097	567	0.817	-0.344354940808	0.124168599752821
MSTRG.21933.1	3759	261	0.6967	-0.0610859407605	0.0830472248572914
MSTRG.21933.2	1388	261	0.6967	-0.0610859407605	0.0873643964185709
MSTRG.21935.1	37735	657	0.4711	0.0534346564041	0.428210520431638
MSTRG.21935.2	10070	216	1.0017	-0.374199019527	0.0269413191335608
MSTRG.21935.3	24866	657	0.4711	0.0534346564041	0.502881068838679
MSTRG.21935.5	58786	657	0.4711	0.0534346564041	0.314103054556323
MSTRG.21935.4	24389	480	0.4867	0.0330838500462	0.212685405363418
MSTRG.21934.1	269	96	1.0064	-0.310154290545	0.0188325337124608
MSTRG.21942.1	39836	363	0.4965	-0.452484592245	0.0111946120617359
MSTRG.21937.1	1944	210	0.5422	0.00110675962076	0.0595061282919483
MSTRG.21938.1	315	57	0.8241	-0.472462513586	0.00528125078676957
MSTRG.21939.1	542	72	0.8584	-0.0360208040353	0.0360139354082214
MSTRG.21940.1	35008	516	0.3967	-0.520916950277	0.0234409825004016
MSTRG.21940.2	33231	516	0.3967	-0.520916950277	0.0244104595890256
MSTRG.21941.1	34477	339	0.5745	-0.105870615819	0.0489460724690718
MSTRG.21941.2	34060	273	0.5899	0.330229139568	0.164963884149423
MSTRG.21941.3	33911	273	0.5899	0.330229139568	0.165444001099415
MSTRG.21943.1	1752	522	0.9347	0.232825855808	0.763684414095783
MSTRG.21944.1	21103	282	0.6666	-0.211995562815	0.034612509236702
MSTRG.21944.3	15393	282	0.6666	-0.211995562815	0.0393580221700644
MSTRG.21944.2	16297	282	0.6666	-0.211995562815	0.0385671570231424
MSTRG.21944.4	12063	282	0.6666	-0.211995562815	0.0424074828165499
MSTRG.21945.1	24328	483	0.4962	-0.0822937728737	0.149339022366616
MSTRG.21947.1	138412	594	0.4781	-0.235550855006	0.0138629609900453
MSTRG.21947.2	53406	594	0.4781	-0.235550855006	0.0929247878315314
MSTRG.21947.3	121868	594	0.4781	-0.235550855006	0.020272104292425
